name,diet,period,lived_in,type,length,taxonomy,named_by,species,link,image,coordinates,latitude,longitude,modified_period
Gobisaurus,Herbivorous,Early Cretaceous 121-99 million years ago,China,Armoured Dinosaur,5.0,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Ankylosauridae,Vickaryous Russell Currie and Zhao (2001),Domoculus,https://www.nhm.ac.uk/discover/dino-directory/gobisaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Gobisaurus.jpg,中国,35.000074,104.999927,Early Cretaceous
Gorgosaurus,Carnivorous,Late Cretaceous 80-73 million years ago,USA,Large Theropod,8.6,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Tyrannosauroidea Tyrannosauridae Albertosaurinae,Lamb (1914),Libratus,https://www.nhm.ac.uk/discover/dino-directory/gorgosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Gorgosaurus.jpg,United States,39.7837304,-100.445882,Late Cretaceous
Goyocephale,Herbivorous,Late Cretaceous 81-75 million years ago,Mongolia,Large Theropod,2.0,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Pachycephalosauria Goyocephala,Perle Maryańska and Osmólska (1982),Lattimorei,https://www.nhm.ac.uk/discover/dino-directory/goyocephale.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Goyocephale.jpg,"Mongolia, Markham, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 1S5, Canada",43.9382593,-79.2235563,Late Cretaceous
Gryposaurus,Herbivorous,Late Cretaceous 86-71 million years ago,USA,Euornithopod,10.0,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Hadrosaurinae,Lambe (1914),Notabilis,https://www.nhm.ac.uk/discover/dino-directory/gryposaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Gryposaurus.jpg,United States,39.7837304,-100.445882,Late Cretaceous
Guaibasaurus,Herbivorous,Late Triassic 221-210 million years ago,Brazil,Small Theropod,1.8,Dinosauria Saurischia Theropoda,Bonaparte Ferigolo and Ribeiro (1999),Candelariensis,https://www.nhm.ac.uk/discover/dino-directory/guaibasaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Guaibasaurus.jpg,Brasil,-10.3333333,-53.2,Late Triassic
Guanlong,Carnivorous,Late Jurassic 159-154 million years ago,China,Small Theropod,3.0,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Tyrannosauroidea,Xu Clark Forster Norell Erickson Eberth Jia and Zhao (2006),Wucaii,https://www.nhm.ac.uk/discover/dino-directory/guanlong.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Guanlong.jpg,中国,35.000074,104.999927,Late Jurassic
Hadrosaurus,Herbivorous,Late Cretaceous 78-74 million years ago,USA,Euornithopod,9.0,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Hadrosaurinae,Leidy (1858),Foulkii,https://www.nhm.ac.uk/discover/dino-directory/hadrosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/hadro.jpg,United States,39.7837304,-100.445882,Late Cretaceous
Haplocanthosaurus,Herbivorous,Late Jurassic 154-142 million years ago,USA,Sauropod,21.5,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Camarasauridae,Hatcher (1903),Priscus,https://www.nhm.ac.uk/discover/dino-directory/haplocanthosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Haplocanthosaurus.jpg,United States,39.7837304,-100.445882,Late Jurassic
Harpymimus,Omnivorous,Early Cretaceous 121-99 million years ago,Mongolia,Small Theropod,2.0,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Ornithomimosauria,Barsbold and Perle (1984),Okladnikovi,https://www.nhm.ac.uk/discover/dino-directory/harpymimus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Harpymimus.jpg,"Mongolia, Markham, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 1S5, Canada",43.9382593,-79.2235563,Early Cretaceous
Herrerasaurus,Carnivorous,Late Triassic 228 million years ago,Argentina,Small Theropod,3.0,Dinosauria Saurischia Theropoda Herrerasauridae,Reig (1963),Ischigualastensis,https://www.nhm.ac.uk/discover/dino-directory/herrerasaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/herrera.jpg,Argentina,-34.9964963,-64.9672817,Late Triassic
Hesperosaurus,Herbivorous,Late Jurassic 154-142 million years ago,USA,Armoured Dinosaur,6.0,Dinosauria Ornithischia Genasauria Thyreophora Stegosauria Stegosauridae Stegosaurinae,Carpenter Miles and Cloward (2001),Mjosi,https://www.nhm.ac.uk/discover/dino-directory/hesperosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Hesperosaurus.jpg,United States,39.7837304,-100.445882,Late Jurassic
Heterodontosaurus,Herbivorous,Early Jurassic 205 million years ago,South Africa,Euornithopod,1.2,Dinosauria Ornithischia Genasauria Cerapoda Heterodontosauridae,Crompton and Charig (1962),Tucki,https://www.nhm.ac.uk/discover/dino-directory/heterodontosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/hetero.jpg,South Africa,-28.8166236,24.991639,Early Jurassic
Heyuannia,Omnivorous,Late Cretaceous 72-68 million years ago,Mongolia,Small Theropod,2.0,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Oviraptorosauria Caenagnathoidea Oviraptoridae Ingeniinae,Barsbold (1981),Yanshini,https://www.nhm.ac.uk/discover/dino-directory/heyuannia.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/heyuannia.jpg,"Mongolia, Markham, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 1S5, Canada",43.9382593,-79.2235563,Late Cretaceous
Homalocephale,Herbivorous,Late Cretaceous 72-68 million years ago,Mongolia,Euornithopod,1.5,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Pachycephalosauria Goyocephala Homalocephaloidea,Maryańska and Osmólska (1974),Calathocercos,https://www.nhm.ac.uk/discover/dino-directory/homalocephale.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Homalocephale.jpg,"Mongolia, Markham, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 1S5, Canada",43.9382593,-79.2235563,Late Cretaceous
Huayangosaurus,Herbivorous,Mid Jurassic 170-160 million years ago,China,Armoured Dinosaur,4.5,Dinosauria Ornithischia Genasauria Thyreophora Stegosauria Huayangosauridae,Dong Tang and Zhou (1982),Taibaii,https://www.nhm.ac.uk/discover/dino-directory/huayangosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/huayango.jpg,中国,35.000074,104.999927,Mid Jurassic
Hylaeosaurus,Herbivorous,Early Cretaceous 150-135 million years ago,United Kingdom,Armoured Dinosaur,5.0,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria,Mantell (1833),Armatus,https://www.nhm.ac.uk/discover/dino-directory/hylaeosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/hylaeo.jpg,United Kingdom,54.7023545,-3.2765753,Early Cretaceous
Hypacrosaurus,Herbivorous,Late Cretaceous 70 million years ago,USA,Euornithopod,9.0,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Lambeosaurinae,Brown (1913),Altispinus,https://www.nhm.ac.uk/discover/dino-directory/hypacrosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Hypacrosaurus.jpg,United States,39.7837304,-100.445882,Late Cretaceous
Hypsilophodon,Herbivorous,Early Cretaceous 125 million years ago,United Kingdom,Euornithopod,2.3,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Hypsilophodontidae,Huxley (1869),Foxii,https://www.nhm.ac.uk/discover/dino-directory/hypsilophodon.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/hypsil.jpg,United Kingdom,54.7023545,-3.2765753,Early Cretaceous
Iguanodon,Herbivorous,Early Cretaceous 140-110 million years ago,United Kingdom,Euornithopod,10.0,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea,Boulenger and van Beneden (1881),Bernissartensis,https://www.nhm.ac.uk/discover/dino-directory/iguanodon.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/iguano.jpg,United Kingdom,54.7023545,-3.2765753,Early Cretaceous
Indosuchus,Carnivorous,Late Cretaceous 71-65 million years ago,India,Large Theropod,7.0,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria,Huene and Matley (1933),Raptorius,https://www.nhm.ac.uk/discover/dino-directory/indosuchus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Indosuchus.jpg,India,22.3511148,78.6677428,Late Cretaceous
Irritator,Carnivorous,Early Cretaceous 112-99 million years ago,Brazil,Large Theropod,6.5,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Spinosauroidea Spinosauridae Spinosaurinae,Martill Cruickshank Frey Small and Clarke (1996),Challengeri,https://www.nhm.ac.uk/discover/dino-directory/irritator.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Irritator.jpg,Brasil,-10.3333333,-53.2,Early Cretaceous
Janenschia,Herbivorous,Late Jurassic 154-151 million years ago,Tanzania,Sauropod,20.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria,Wild (1991),Robusta,https://www.nhm.ac.uk/discover/dino-directory/janenschia.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Janenschia.jpg,Tanzania,-6.5247123,35.7878438,Late Jurassic
Jaxartosaurus,Herbivorous,Late Cretaceous 94-84 million years ago,Kazakhstan,Euornithopod,9.0,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Lambeosaurinae,Riabinin (1939),Aralensis,https://www.nhm.ac.uk/discover/dino-directory/jaxartosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Jaxartosaurus.jpg,Қазақстан,48.1012954,66.7780818,Late Cretaceous
Jingshanosaurus,Herbivorous,Early Jurassic 205-190 million years ago,China,Sauropod,5.0,Dinosauria Saurischia Sauropodomorpha Prosauropoda Plateosauria,Zhang and Yang (1995),Xinwaensis,https://www.nhm.ac.uk/discover/dino-directory/jingshanosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Jingshanosaurus.jpg,中国,35.000074,104.999927,Early Jurassic
Jobaria,Herbivorous,Early Cretaceous 132-94 million years ago,Niger,Sauropod,21.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria,Sereno Beck Dutheil Larsson Lyon Moussa Sadleir Sidor Varricchio Wilson and Wilson (1999),Tiguidensis,https://www.nhm.ac.uk/discover/dino-directory/jobaria.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Jobaria.jpg,Niger,17.7356214,9.3238432,Early Cretaceous
Juravenator,Carnivorous,Late Jurassic 154-151 million years ago,Germany,Small Theropod,0.8,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Compsognathidae,Göhlich &amp; Chiappe (2006),Starki,https://www.nhm.ac.uk/discover/dino-directory/juravenator.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Juravenator.jpg,Deutschland,51.1638175,10.4478313,Late Jurassic
Kentrosaurus,Herbivorous,Late Jurassic 155-150 million years ago,Tanzania,Armoured Dinosaur,5.0,Dinosauria Ornithischia Genasauria Thyreophora Stegosauria Stegosauridae Stegosaurinae,Hennig (1915),Aethiopicus,https://www.nhm.ac.uk/discover/dino-directory/kentrosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/kentro.jpg,Tanzania,-6.5247123,35.7878438,Late Jurassic
Khaan,Omnivorous,Late Cretaceous 81-75 million years ago,Mongolia,Small Theropod,1.8,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Oviraptorosauria Caenagnathoidea Oviraptoridae Ingeniinae,Clark Norell and Barsbold (2001),Mckennai,https://www.nhm.ac.uk/discover/dino-directory/khaan.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Khaan.jpg,"Mongolia, Markham, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 1S5, Canada",43.9382593,-79.2235563,Late Cretaceous
Kotasaurus,Herbivorous,Early Jurassic 205-180 million years ago,India,Sauropod,9.0,Dinosauria Saurischia Sauropodomorpha Sauropoda,Yadagiri (1988),Yamanpalliensis,https://www.nhm.ac.uk/discover/dino-directory/kotasaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Kotasaurus.jpg,India,22.3511148,78.6677428,Early Jurassic
Kritosaurus,Herbivorous,Late Cretaceous 78-74 million years ago,USA,Euornithopod,8.0,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Hadrosaurinae,Brown (1910),Navajovius,https://www.nhm.ac.uk/discover/dino-directory/kritosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/krito.jpg,United States,39.7837304,-100.445882,Late Cretaceous
Lambeosaurus,Herbivorous,Late Cretaceous 76-74 million years ago,Canada,Euornithopod,9.0,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Lambeosaurinae,Parks (1923),Lambei,https://www.nhm.ac.uk/discover/dino-directory/lambeosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/lambeo.jpg,Canada,61.0666922,-107.991707,Late Cretaceous
Leaellynasaura,Herbivorous,Early Cretaceous 115-110 million years ago,Australia,Euornithopod,2.0,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda,Rich and Rich (1989),Amicagraphica,https://www.nhm.ac.uk/discover/dino-directory/leaellynasaura.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Leaellynasaura.jpg,Australia,-24.7761086,134.755,Early Cretaceous
Leptoceratops,Herbivorous,Late Cretaceous 67-65 million years ago,USA,Ceratopsian,3.0,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria,Brown (1914),Gracilis,https://www.nhm.ac.uk/discover/dino-directory/leptoceratops.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Leptoceratops.jpg,United States,39.7837304,-100.445882,Late Cretaceous
Ligabuesaurus,Herbivorous,Early Cretaceous 121-99 million years ago,Argentina,Sauropod,24.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria,Bonaparte González Riga and Apesteguía (2006),Leanzai,https://www.nhm.ac.uk/discover/dino-directory/ligabuesaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Ligabuesaurus.jpg,Argentina,-34.9964963,-64.9672817,Early Cretaceous
Liliensternus,Carnivorous,Late Triassic 205-202 million years ago,Germany,Small Theropod,5.0,Dinosauria Saurischia Theropoda Neotheropoda,Huene (1934),Liliensterni,https://www.nhm.ac.uk/discover/dino-directory/liliensternus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Liliensternus.jpg,Deutschland,51.1638175,10.4478313,Late Triassic
Lophorhothon,Herbivorous,Late Cretaceous 84-71 million years ago,USA,Euornithopod,4.5,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Hadrosaurinae,Xu Makovicky Wang Norell and You (1960),Atopus,https://www.nhm.ac.uk/discover/dino-directory/lophorhothon.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Lophorhothon.jpg,United States,39.7837304,-100.445882,Late Cretaceous
Lophostropheus,Carnivorous,Early Jurassic 203-196 million years ago,France,Large Theropod,6.2,Dinosauria Saurischia,Ezcurra and Cuny 2007 (1993),Airelensis,https://www.nhm.ac.uk/discover/dino-directory/lophostropheus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/lophostropheus.jpg,France,46.603354,1.8883335,Early Jurassic
Lufengosaurus,Herbivorous,Early Jurassic 200-195 million years ago,China,Sauropod,6.0,Dinosauria Saurischia Sauropodomorpha Prosauropoda Plateosauria Plateosauridae,Young (1941),Huenei,https://www.nhm.ac.uk/discover/dino-directory/lufengosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/lufengos.jpg,中国,35.000074,104.999927,Early Jurassic
Lurdusaurus,Herbivorous,Early Cretaceous 121-112 million years ago,Niger,Euornithopod,9.0,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea,Taquet &amp; Russell (1999),Arenatus,https://www.nhm.ac.uk/discover/dino-directory/lurdusaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Lurdusaurus.jpg,Niger,17.7356214,9.3238432,Early Cretaceous
Lycorhinus,Herbivorous,Late Triassic 205-195 million years ago,South Africa,Euornithopod,1.2,Dinosauria Ornithischia Genasauria Cerapoda Heterodontosauridae,Haughton (1924),Angustidens,https://www.nhm.ac.uk/discover/dino-directory/lycorhinus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Lycorhinus.jpg,South Africa,-28.8166236,24.991639,Late Triassic
Magyarosaurus,Herbivorous,Late Cretaceous 71-65 million years ago,Romania,Sauropod,5.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia,Nopcsa (1915),Dacus,https://www.nhm.ac.uk/discover/dino-directory/magyarosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Magyarosaurus.jpg,România,45.9852129,24.6859225,Late Cretaceous
Maiasaura,Herbivorous,Late Cretaceous 80-75 million years ago,USA,Euornithopod,9.0,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Hadrosaurinae,Horner and Makela (1979),Peeblesorum,https://www.nhm.ac.uk/discover/dino-directory/maiasaura.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/maia.jpg,United States,39.7837304,-100.445882,Late Cretaceous
Majungasaurus,Carnivorous,Late Cretaceous 84-71 million years ago,Madagascar,Large Theropod,6.0,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria Abelisauridae,Sues &amp; Taquet (1979),Atopus,https://www.nhm.ac.uk/discover/dino-directory/majungasaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Majungatholus.jpg,Madagasikara / Madagascar,-18.9249604,46.4416422,Late Cretaceous
Malawisaurus,Herbivorous,Early Cretaceous 121-112 million years ago,Malawi,Sauropod,9.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia,Haughton (1928),Dixeyi,https://www.nhm.ac.uk/discover/dino-directory/malawisaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Malawisaurus.jpg,Malawi,-13.2687204,33.9301963,Early Cretaceous
Mamenchisaurus,Herbivorous,Late Jurassic 155-145 million years ago,China,Sauropod,22.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda,Young (1954),Constructus,https://www.nhm.ac.uk/discover/dino-directory/mamenchisaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/mamench.jpg,中国,35.000074,104.999927,Late Jurassic
Mapusaurus,Carnivorous,Late Cretaceous 99-94 million years ago,Argentina,Large Theropod,13.0,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria Allosauroidea Allosauridae Charcharodontosauridae Giganotosaurinae,Coria and Currie (2006),Roseae,https://www.nhm.ac.uk/discover/dino-directory/mapusaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Mapusaurus.jpg,Argentina,-34.9964963,-64.9672817,Late Cretaceous
Marshosaurus,Carnivorous,Late Jurassic 154-142 million years ago,USA,Large Theropod,6.0,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda,Madsen (1976),Bicentesimus,https://www.nhm.ac.uk/discover/dino-directory/marshosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Marshosaurus.jpg,United States,39.7837304,-100.445882,Late Jurassic
Masiakasaurus,Carnivorous,Late Cretaceous 84-71 million years ago,Madagascar,Small Theropod,2.0,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria Abelisauroidea Abelisauria,Sampson Carrano &amp; Forster (2001),Knopfleri,https://www.nhm.ac.uk/discover/dino-directory/masiakasaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Masiakasaurus.jpg,Madagasikara / Madagascar,-18.9249604,46.4416422,Late Cretaceous
Massospondylus,Omnivorous,Early Jurassic 208-204 million years ago,Zimbabwe,Sauropod,4.0,Dinosauria Saurischia Sauropodomorpha Prosauropoda Plateosauria Plateosauridae,Owen (1854),Carinatus,https://www.nhm.ac.uk/discover/dino-directory/massospondylus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/massospon.jpg,Zimbabwe,-18.4554963,29.7468414,Early Jurassic
Maxakalisaurus,Herbivorous,Late Cretaceous 80 million years ago,Brazil,Sauropod,13.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia Saltasauridae Saltasaurinae,Kellner et al. (2006),Topai,https://www.nhm.ac.uk/discover/dino-directory/maxakalisaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Maxakalisaurus.jpg,Brasil,-10.3333333,-53.2,Late Cretaceous
Megalosaurus,Carnivorous,Mid Jurassic 170-155 million years ago,United Kingdom,Large Theropod,9.0,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Spinosauroidea Megalosauridae Megalosaurinae,Ritgen (1826),Bucklandii,https://www.nhm.ac.uk/discover/dino-directory/megalosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/megalosaurus.jpg,United Kingdom,54.7023545,-3.2765753,Mid Jurassic
Melanorosaurus,Omnivorous,Late Triassic 227-221 million years ago,South Africa,Sauropod,12.0,Dinosauria Saurischia Sauropodomorpha Prosauropoda Anchisauria Melanorosauridae,Haughton (1924),Readi,https://www.nhm.ac.uk/discover/dino-directory/melanorosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Melanorosaurus.jpg,South Africa,-28.8166236,24.991639,Late Triassic
Metriacanthosaurus,Carnivorous,Late Jurassic 159-154 million years ago,United Kingdom,Large Theropod,8.2,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae,Walker (1964),Parkeri,https://www.nhm.ac.uk/discover/dino-directory/metriacanthosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Metriacanthosaurus.jpg,United Kingdom,54.7023545,-3.2765753,Late Jurassic
Microceratus,Herbivorous,Late Cretaceous 86-66 million years ago,Mongolia,Ceratopsian,0.5,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria,Bohlin (1953),Gobiensis,https://www.nhm.ac.uk/discover/dino-directory/microceratus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/microceratus.jpg,"Mongolia, Markham, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 1S5, Canada",43.9382593,-79.2235563,Late Cretaceous
Micropachycephalosaurus,Herbivorous,Late Cretaceous 84-71 million years ago,China,Ceratopsian,0.6,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Pachycephalosauria,Dong (1978),Hongtuyanensis,https://www.nhm.ac.uk/discover/dino-directory/micropachycephalosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Micropachycephalosaurus.jpg,中国,35.000074,104.999927,Late Cretaceous
